case_id,product_sku,store,days_to_expiry,quantity,price_before,price_after,discount_pct,price_change_requested,price_change_approved,commercial_action,evidence_complete,financial_value_at_risk,score,forced_high_reasons,expected_risk,ai_risk,ai_explanation
CASE-0279,SKU-5163,Sala 11,55,99,30.0,30.0,0,False,False,APPLIED,True,2970.0,37,,MEDIO,MEDIO,"Score=37; nivel=MEDIO; factores: vencimiento=55d, valor=2970.0, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0280,SKU-6701,Sala 6,47,77,50.84,38.13,25,True,True,PENDING_APPROVAL,True,3914.68,57,,MEDIO,MEDIO,"Score=57; nivel=MEDIO; factores: vencimiento=47d, valor=3914.68, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0281,SKU-8916,Sala 3,19,145,28.32,28.32,0,False,False,APPLIED,True,4106.4,51,,MEDIO,MEDIO,"Score=51; nivel=MEDIO; factores: vencimiento=19d, valor=4106.4, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0282,SKU-6613,Sala 16,31,178,55.26,44.21,20,True,True,PENDING_APPROVAL,True,9836.28,77,,ALTO,ALTO,"Score=77; nivel=ALTO; factores: vencimiento=31d, valor=9836.28, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0283,SKU-6775,Sala 18,63,139,97.53,97.53,0,False,False,PENDING_APPROVAL,True,13556.67,52,,MEDIO,MEDIO,"Score=52; nivel=MEDIO; factores: vencimiento=63d, valor=13556.67, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0284,SKU-7600,Sala 8,8,5,143.57,143.57,0,False,False,PENDING_APPROVAL,True,717.85,51,,MEDIO,MEDIO,"Score=51; nivel=MEDIO; factores: vencimiento=8d, valor=717.85, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0285,SKU-8441,Sala 3,57,180,32.11,22.48,30,True,False,APPLIED,False,5779.8,85,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=85; nivel=ALTO; factores: vencimiento=57d, valor=5779.8, acción=APPLIED, evidencia=incompleta, cambio_precio=solicitado, aprobación=no."
CASE-0286,SKU-5603,Sala 5,67,131,133.0,106.4,20,True,True,APPLIED,True,17423.0,42,,MEDIO,MEDIO,"Score=42; nivel=MEDIO; factores: vencimiento=67d, valor=17423.0, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0287,SKU-4611,Sala 1,96,188,41.83,41.83,0,False,False,APPLIED,True,7864.04,35,,MEDIO,MEDIO,"Score=35; nivel=MEDIO; factores: vencimiento=96d, valor=7864.04, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0288,SKU-1858,Sala 3,34,94,146.24,95.06,35,True,False,APPLIED,True,13746.56,78,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=78; nivel=ALTO; factores: vencimiento=34d, valor=13746.56, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0289,SKU-6391,Sala 2,14,154,36.17,28.94,20,True,False,PENDING_APPROVAL,True,5570.18,100,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=100; nivel=ALTO; factores: vencimiento=14d, valor=5570.18, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0290,SKU-9658,Sala 9,26,111,98.38,73.78,25,True,True,PENDING_APPROVAL,True,10920.18,78,,ALTO,ALTO,"Score=78; nivel=ALTO; factores: vencimiento=26d, valor=10920.18, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0291,SKU-9489,Sala 5,107,5,17.02,16.17,5,True,False,NONE,True,85.1,33,,MEDIO,MEDIO,"Score=33; nivel=MEDIO; factores: vencimiento=107d, valor=85.1, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0292,SKU-4401,Sala 16,92,76,63.23,56.91,10,True,True,PENDING_APPROVAL,True,4805.48,43,,MEDIO,MEDIO,"Score=43; nivel=MEDIO; factores: vencimiento=92d, valor=4805.48, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0293,SKU-9089,Sala 12,117,171,80.91,52.59,35,True,True,NONE,True,13835.61,60,,ALTO,ALTO,"Score=60; nivel=ALTO; factores: vencimiento=117d, valor=13835.61, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0294,SKU-4923,Sala 16,47,106,133.51,133.51,0,False,False,APPLIED,True,14152.06,44,,MEDIO,MEDIO,"Score=44; nivel=MEDIO; factores: vencimiento=47d, valor=14152.06, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0295,SKU-8662,Sala 2,8,41,29.78,29.78,0,False,False,NONE,True,1220.98,67,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=67; nivel=ALTO; factores: vencimiento=8d, valor=1220.98, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0296,SKU-6336,Sala 16,23,103,23.0,23.0,0,False,False,NONE,True,2369.0,65,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=65; nivel=ALTO; factores: vencimiento=23d, valor=2369.0, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0297,SKU-9203,Sala 5,18,17,104.38,104.38,0,False,False,APPLIED,True,1774.46,35,,MEDIO,MEDIO,"Score=35; nivel=MEDIO; factores: vencimiento=18d, valor=1774.46, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0298,SKU-7586,Sala 11,2,10,107.93,107.93,0,False,False,NONE,False,1079.3,72,vencimiento <=45 días sin acción comercial; vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=72; nivel=ALTO; factores: vencimiento=2d, valor=1079.3, acción=NONE, evidencia=incompleta, cambio_precio=no solicitado, aprobación=no."
CASE-0299,SKU-9967,Sala 3,45,35,153.89,153.89,0,False,False,NONE,True,5386.15,67,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=67; nivel=ALTO; factores: vencimiento=45d, valor=5386.15, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0300,SKU-6279,Sala 12,36,128,37.68,37.68,0,False,False,APPLIED,True,4823.04,45,,MEDIO,MEDIO,"Score=45; nivel=MEDIO; factores: vencimiento=36d, valor=4823.04, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0301,SKU-7563,Sala 8,84,113,35.29,33.53,5,True,True,NONE,True,3987.77,55,,MEDIO,MEDIO,"Score=55; nivel=MEDIO; factores: vencimiento=84d, valor=3987.77, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0302,SKU-3452,Sala 8,40,93,176.65,114.82,35,True,True,APPLIED,True,16428.45,57,,MEDIO,MEDIO,"Score=57; nivel=MEDIO; factores: vencimiento=40d, valor=16428.45, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0303,SKU-7976,Sala 16,22,32,128.47,128.47,0,False,False,PENDING_APPROVAL,True,4111.04,61,,ALTO,ALTO,"Score=61; nivel=ALTO; factores: vencimiento=22d, valor=4111.04, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0304,SKU-5166,Sala 4,99,48,174.21,165.5,5,True,False,NONE,False,8362.08,73,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=73; nivel=ALTO; factores: vencimiento=99d, valor=8362.08, acción=NONE, evidencia=incompleta, cambio_precio=solicitado, aprobación=no."
CASE-0305,SKU-5195,Sala 15,6,35,116.48,69.89,40,True,True,PENDING_APPROVAL,True,4076.8,73,,ALTO,ALTO,"Score=73; nivel=ALTO; factores: vencimiento=6d, valor=4076.8, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0306,SKU-1086,Sala 17,37,205,167.8,100.68,40,True,True,PENDING_APPROVAL,True,34399.0,77,,ALTO,ALTO,"Score=77; nivel=ALTO; factores: vencimiento=37d, valor=34399.0, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0307,SKU-4665,Sala 18,97,209,46.62,32.63,30,True,True,PENDING_APPROVAL,True,9743.58,55,,MEDIO,MEDIO,"Score=55; nivel=MEDIO; factores: vencimiento=97d, valor=9743.58, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0308,SKU-2869,Sala 2,20,47,159.98,159.98,0,False,False,PENDING_APPROVAL,False,7519.06,78,vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=78; nivel=ALTO; factores: vencimiento=20d, valor=7519.06, acción=PENDING_APPROVAL, evidencia=incompleta, cambio_precio=no solicitado, aprobación=no."
CASE-0309,SKU-5558,Sala 10,35,53,30.06,18.04,40,True,True,PENDING_APPROVAL,True,1593.18,54,,MEDIO,MEDIO,"Score=54; nivel=MEDIO; factores: vencimiento=35d, valor=1593.18, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0310,SKU-5280,Sala 8,2,4,12.02,10.82,10,True,True,PENDING_APPROVAL,True,48.08,50,,MEDIO,MEDIO,"Score=50; nivel=MEDIO; factores: vencimiento=2d, valor=48.08, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0311,SKU-2729,Sala 12,8,104,105.37,68.49,35,True,True,NONE,True,10958.48,90,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=90; nivel=ALTO; factores: vencimiento=8d, valor=10958.48, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0312,SKU-5758,Sala 18,37,208,90.98,54.59,40,True,True,PENDING_APPROVAL,True,18923.84,77,,ALTO,ALTO,"Score=77; nivel=ALTO; factores: vencimiento=37d, valor=18923.84, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0313,SKU-9749,Sala 15,39,94,11.21,11.21,0,False,False,APPLIED,True,1053.74,39,,MEDIO,MEDIO,"Score=39; nivel=MEDIO; factores: vencimiento=39d, valor=1053.74, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0314,SKU-7542,Sala 2,96,186,70.64,52.98,25,True,True,PENDING_APPROVAL,True,13139.04,55,,MEDIO,MEDIO,"Score=55; nivel=MEDIO; factores: vencimiento=96d, valor=13139.04, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0315,SKU-2973,Sala 2,9,34,67.74,60.97,10,True,False,PENDING_APPROVAL,False,2303.16,90,cambio de precio no aprobado con impacto >=1000; vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=90; nivel=ALTO; factores: vencimiento=9d, valor=2303.16, acción=PENDING_APPROVAL, evidencia=incompleta, cambio_precio=solicitado, aprobación=no."
CASE-0316,SKU-6115,Sala 14,49,54,134.01,87.11,35,True,True,NONE,True,7236.54,64,,ALTO,ALTO,"Score=64; nivel=ALTO; factores: vencimiento=49d, valor=7236.54, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0317,SKU-2797,Sala 8,40,144,102.64,61.58,40,True,True,PENDING_APPROVAL,True,14780.16,72,,ALTO,ALTO,"Score=72; nivel=ALTO; factores: vencimiento=40d, valor=14780.16, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0318,SKU-1990,Sala 3,3,83,144.99,94.24,35,True,False,NONE,True,12034.17,100,vencimiento <=45 días sin acción comercial; cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=100; nivel=ALTO; factores: vencimiento=3d, valor=12034.17, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0319,SKU-2454,Sala 1,63,151,79.78,67.81,15,True,False,APPLIED,True,12046.78,60,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=60; nivel=ALTO; factores: vencimiento=63d, valor=12046.78, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0320,SKU-3173,Sala 5,32,143,98.61,98.61,0,False,False,APPLIED,True,14101.23,52,,MEDIO,MEDIO,"Score=52; nivel=MEDIO; factores: vencimiento=32d, valor=14101.23, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0321,SKU-9873,Sala 17,28,171,73.22,73.22,0,False,False,NONE,True,12520.62,83,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=83; nivel=ALTO; factores: vencimiento=28d, valor=12520.62, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0322,SKU-7962,Sala 15,53,125,74.71,74.71,0,False,False,NONE,True,9338.75,64,,ALTO,ALTO,"Score=64; nivel=ALTO; factores: vencimiento=53d, valor=9338.75, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0323,SKU-8278,Sala 12,44,135,103.51,62.11,40,True,True,NONE,True,13973.85,77,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=77; nivel=ALTO; factores: vencimiento=44d, valor=13973.85, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0324,SKU-3636,Sala 7,96,46,58.08,49.37,15,True,True,APPLIED,False,2671.68,33,,MEDIO,MEDIO,"Score=33; nivel=MEDIO; factores: vencimiento=96d, valor=2671.68, acción=APPLIED, evidencia=incompleta, cambio_precio=solicitado, aprobación=sí."
CASE-0325,SKU-2641,Sala 4,99,20,147.34,147.34,0,False,False,NONE,True,2946.8,33,,MEDIO,MEDIO,"Score=33; nivel=MEDIO; factores: vencimiento=99d, valor=2946.8, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0326,SKU-1782,Sala 17,71,158,157.92,157.92,0,False,False,PENDING_APPROVAL,False,24951.36,67,,ALTO,ALTO,"Score=67; nivel=ALTO; factores: vencimiento=71d, valor=24951.36, acción=PENDING_APPROVAL, evidencia=incompleta, cambio_precio=no solicitado, aprobación=no."
CASE-0327,SKU-5212,Sala 5,66,169,127.24,76.34,40,True,False,APPLIED,True,21503.56,68,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=68; nivel=ALTO; factores: vencimiento=66d, valor=21503.56, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0328,SKU-6587,Sala 8,13,33,43.75,30.62,30,True,False,PENDING_APPROVAL,True,1443.75,88,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=88; nivel=ALTO; factores: vencimiento=13d, valor=1443.75, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0329,SKU-1780,Sala 16,28,111,174.72,148.51,15,True,False,PENDING_APPROVAL,True,19393.92,91,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=91; nivel=ALTO; factores: vencimiento=28d, valor=19393.92, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0330,SKU-6694,Sala 4,51,28,145.81,102.07,30,True,False,PENDING_APPROVAL,True,4082.68,73,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=73; nivel=ALTO; factores: vencimiento=51d, valor=4082.68, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0331,SKU-5909,Sala 12,1,43,138.84,97.19,30,True,True,APPLIED,True,5970.12,65,,ALTO,ALTO,"Score=65; nivel=ALTO; factores: vencimiento=1d, valor=5970.12, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0332,SKU-6444,Sala 5,48,58,144.44,101.11,30,True,True,NONE,True,8377.52,64,,ALTO,ALTO,"Score=64; nivel=ALTO; factores: vencimiento=48d, valor=8377.52, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0333,SKU-5368,Sala 1,22,208,147.03,102.92,30,True,True,NONE,True,30582.24,88,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=88; nivel=ALTO; factores: vencimiento=22d, valor=30582.24, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0334,SKU-6499,Sala 16,59,156,56.78,56.78,0,False,False,APPLIED,True,8857.68,49,,MEDIO,MEDIO,"Score=49; nivel=MEDIO; factores: vencimiento=59d, valor=8857.68, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0335,SKU-2327,Sala 18,45,71,93.23,93.23,0,False,False,APPLIED,True,6619.33,47,,MEDIO,MEDIO,"Score=47; nivel=MEDIO; factores: vencimiento=45d, valor=6619.33, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0336,SKU-9552,Sala 18,30,147,40.39,40.39,0,False,False,PENDING_APPROVAL,True,5937.33,73,,ALTO,ALTO,"Score=73; nivel=ALTO; factores: vencimiento=30d, valor=5937.33, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0337,SKU-2907,Sala 3,4,3,18.51,14.81,20,True,False,APPLIED,False,55.53,58,vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=58; nivel=ALTO; factores: vencimiento=4d, valor=55.53, acción=APPLIED, evidencia=incompleta, cambio_precio=solicitado, aprobación=no."
CASE-0338,SKU-7210,Sala 4,19,70,169.4,169.4,0,False,False,PENDING_APPROVAL,True,11858.0,68,,ALTO,ALTO,"Score=68; nivel=ALTO; factores: vencimiento=19d, valor=11858.0, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0339,SKU-3456,Sala 11,29,20,62.97,62.97,0,False,False,APPLIED,True,1259.4,35,,MEDIO,MEDIO,"Score=35; nivel=MEDIO; factores: vencimiento=29d, valor=1259.4, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0340,SKU-9269,Sala 14,98,191,81.62,81.62,0,False,False,PENDING_APPROVAL,True,15589.42,50,,MEDIO,MEDIO,"Score=50; nivel=MEDIO; factores: vencimiento=98d, valor=15589.42, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0341,SKU-6640,Sala 16,58,167,27.34,27.34,0,False,False,APPLIED,True,4565.78,42,,MEDIO,MEDIO,"Score=42; nivel=MEDIO; factores: vencimiento=58d, valor=4565.78, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0342,SKU-6499,Sala 4,46,192,131.51,85.48,35,True,True,APPLIED,True,25249.92,54,,MEDIO,MEDIO,"Score=54; nivel=MEDIO; factores: vencimiento=46d, valor=25249.92, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0343,SKU-5128,Sala 8,17,106,42.05,42.05,0,False,False,APPLIED,True,4457.3,51,,MEDIO,MEDIO,"Score=51; nivel=MEDIO; factores: vencimiento=17d, valor=4457.3, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0344,SKU-9388,Sala 7,47,85,131.57,111.83,15,True,True,APPLIED,True,11183.45,49,,MEDIO,MEDIO,"Score=49; nivel=MEDIO; factores: vencimiento=47d, valor=11183.45, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0345,SKU-1830,Sala 1,18,215,121.77,91.33,25,True,True,NONE,True,26180.55,88,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=88; nivel=ALTO; factores: vencimiento=18d, valor=26180.55, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0346,SKU-9101,Sala 15,26,170,111.02,111.02,0,False,False,PENDING_APPROVAL,True,18873.4,78,,ALTO,ALTO,"Score=78; nivel=ALTO; factores: vencimiento=26d, valor=18873.4, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0347,SKU-5658,Sala 11,115,18,111.06,111.06,0,False,False,NONE,False,1999.08,37,,MEDIO,MEDIO,"Score=37; nivel=MEDIO; factores: vencimiento=115d, valor=1999.08, acción=NONE, evidencia=incompleta, cambio_precio=no solicitado, aprobación=no."
CASE-0348,SKU-8195,Sala 4,9,190,68.14,57.92,15,True,False,NONE,True,12946.6,100,vencimiento <=45 días sin acción comercial; cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=100; nivel=ALTO; factores: vencimiento=9d, valor=12946.6, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0349,SKU-6580,Sala 5,1,149,163.41,163.41,0,False,False,APPLIED,True,24348.09,65,,ALTO,ALTO,"Score=65; nivel=ALTO; factores: vencimiento=1d, valor=24348.09, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0350,SKU-5491,Sala 12,69,49,107.38,75.17,30,True,False,APPLIED,True,5261.62,58,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=58; nivel=ALTO; factores: vencimiento=69d, valor=5261.62, acción=APPLIED, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0351,SKU-7623,Sala 6,45,153,77.62,77.62,0,False,False,NONE,True,11875.86,77,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=77; nivel=ALTO; factores: vencimiento=45d, valor=11875.86, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0352,SKU-9856,Sala 4,14,182,38.08,34.27,10,True,True,NONE,True,6930.56,95,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=95; nivel=ALTO; factores: vencimiento=14d, valor=6930.56, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0353,SKU-9741,Sala 18,26,20,170.91,119.64,30,True,False,PENDING_APPROVAL,False,3418.2,92,cambio de precio no aprobado con impacto >=1000; vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=92; nivel=ALTO; factores: vencimiento=26d, valor=3418.2, acción=PENDING_APPROVAL, evidencia=incompleta, cambio_precio=solicitado, aprobación=no."
CASE-0354,SKU-9169,Sala 12,3,35,79.7,79.7,0,False,False,PENDING_APPROVAL,True,2789.5,68,,ALTO,ALTO,"Score=68; nivel=ALTO; factores: vencimiento=3d, valor=2789.5, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0355,SKU-6940,Sala 4,7,18,159.08,159.08,0,False,False,PENDING_APPROVAL,True,2863.44,63,,ALTO,ALTO,"Score=63; nivel=ALTO; factores: vencimiento=7d, valor=2863.44, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0356,SKU-4708,Sala 12,30,159,54.49,49.04,10,True,False,PENDING_APPROVAL,True,8663.91,96,cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=96; nivel=ALTO; factores: vencimiento=30d, valor=8663.91, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0357,SKU-5341,Sala 13,24,22,10.76,10.76,0,False,False,PENDING_APPROVAL,True,236.72,38,,MEDIO,MEDIO,"Score=38; nivel=MEDIO; factores: vencimiento=24d, valor=236.72, acción=PENDING_APPROVAL, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0358,SKU-5740,Sala 4,57,150,34.79,34.79,0,False,False,APPLIED,True,5218.5,49,,MEDIO,MEDIO,"Score=49; nivel=MEDIO; factores: vencimiento=57d, valor=5218.5, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0359,SKU-2292,Sala 6,17,205,79.31,71.38,10,True,True,PENDING_APPROVAL,False,16258.55,93,vencimiento <=30 días con evidencia incompleta,ALTO,ALTO,"Score=93; nivel=ALTO; factores: vencimiento=17d, valor=16258.55, acción=PENDING_APPROVAL, evidencia=incompleta, cambio_precio=solicitado, aprobación=sí."
CASE-0360,SKU-1721,Sala 10,69,40,94.9,56.94,40,True,True,NONE,True,3796.0,50,,MEDIO,MEDIO,"Score=50; nivel=MEDIO; factores: vencimiento=69d, valor=3796.0, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0361,SKU-4728,Sala 2,25,27,92.64,92.64,0,False,False,NONE,True,2501.28,66,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=66; nivel=ALTO; factores: vencimiento=25d, valor=2501.28, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0362,SKU-4931,Sala 14,8,75,158.57,95.14,40,True,True,NONE,True,11892.75,90,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=90; nivel=ALTO; factores: vencimiento=8d, valor=11892.75, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0363,SKU-4586,Sala 6,12,162,146.02,131.42,10,True,False,NONE,True,23655.24,100,vencimiento <=45 días sin acción comercial; cambio de precio no aprobado con impacto >=1000,ALTO,ALTO,"Score=100; nivel=ALTO; factores: vencimiento=12d, valor=23655.24, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=no."
CASE-0364,SKU-2842,Sala 3,22,117,107.78,107.78,0,False,False,NONE,True,12610.26,78,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=78; nivel=ALTO; factores: vencimiento=22d, valor=12610.26, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0365,SKU-4029,Sala 9,62,147,23.74,23.74,0,False,False,NONE,True,3489.78,50,,MEDIO,MEDIO,"Score=50; nivel=MEDIO; factores: vencimiento=62d, valor=3489.78, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0366,SKU-6387,Sala 2,72,119,80.65,76.62,5,True,True,NONE,True,9597.35,62,,ALTO,ALTO,"Score=62; nivel=ALTO; factores: vencimiento=72d, valor=9597.35, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0367,SKU-1529,Sala 7,19,18,23.06,23.06,0,False,False,APPLIED,True,415.08,23,,BAJO,BAJO,"Score=23; nivel=BAJO; factores: vencimiento=19d, valor=415.08, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0368,SKU-2698,Sala 13,43,44,158.84,150.9,5,True,True,NONE,True,6988.96,72,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=72; nivel=ALTO; factores: vencimiento=43d, valor=6988.96, acción=NONE, evidencia=completa, cambio_precio=solicitado, aprobación=sí."
CASE-0369,SKU-5486,Sala 12,12,28,165.05,165.05,0,False,False,APPLIED,True,4621.4,53,,MEDIO,MEDIO,"Score=53; nivel=MEDIO; factores: vencimiento=12d, valor=4621.4, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0370,SKU-2968,Sala 5,22,132,110.47,110.47,0,False,False,NONE,True,14582.04,78,vencimiento <=45 días sin acción comercial,ALTO,ALTO,"Score=78; nivel=ALTO; factores: vencimiento=22d, valor=14582.04, acción=NONE, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
CASE-0371,SKU-5814,Sala 14,77,207,32.42,32.42,0,False,False,APPLIED,True,6710.94,42,,MEDIO,MEDIO,"Score=42; nivel=MEDIO; factores: vencimiento=77d, valor=6710.94, acción=APPLIED, evidencia=completa, cambio_precio=no solicitado, aprobación=no."
